203	2.4795532227e-05	960	224	7, 29
217	3.814697266e-06	960	224	7, 31
49403	1.3828277588e-05	960	224	127, 389
44833	1.0013580322e-05	960	224	107, 419
56387	7.152557373e-06	960	224	113, 499
47167	1.3113021851e-05	960	224	101, 467
51641	7.152557373e-06	960	224	113, 457
54737	1.2159347534e-05	960	224	127, 431
46561	1.2636184692e-05	960	224	101, 461
50467	2.0742416382e-05	960	224	109, 463
46331	9.298324585e-06	960	224	107, 433
55753	1.1682510376e-05	960	224	127, 439
56839	7.390975952e-06	960	224	113, 503
64643	1.1920928955e-05	960	224	127, 509
53213	1.1682510376e-05	960	224	127, 419
60833	1.1444091797e-05	960	224	127, 479
43531	1.2636184692e-05	960	224	101, 431
46763	1.9788742065e-05	960	224	101, 463
46217	7.390975952e-06	960	224	113, 409
61849	1.1444091797e-05	960	224	127, 487
51253	9.536743164e-06	960	224	107, 479
44581	2.2649765015e-05	960	224	109, 409
49187	1.2159347534e-05	960	224	101, 487
50419	3.2424926758e-05	960	224	127, 397
50927	1.4066696167e-05	960	224	127, 401
50803	1.2636184692e-05	960	224	101, 503
44329	5.960464478e-06	960	224	97, 457
41309	1.3589859009e-05	960	224	101, 409
39673	5.722045898e-06	960	224	97, 409
42479	1.049041748e-05	960	224	107, 397
44743	1.3113021851e-05	960	224	101, 443
59309	1.1920928955e-05	960	224	127, 467
57023	1.1682510376e-05	960	224	127, 449
47627	5.722045898e-06	960	224	97, 491
46979	2.6226043701e-05	960	224	109, 431
54391	2.1457672119e-05	960	224	109, 499
48791	5.960464478e-06	960	224	97, 503
52109	9.536743164e-06	960	224	107, 487
56261	1.2159347534e-05	960	224	127, 443
63373	1.1920928955e-05	960	224	127, 499
50737	7.390975952e-06	960	224	113, 449
48703	6.914138794e-06	960	224	113, 431
47347	7.629394531e-06	960	224	113, 419
55483	6.914138794e-06	960	224	113, 491
43957	6.914138794e-06	960	224	113, 389
62357	1.1682510376e-05	960	224	127, 491
50249	2.0503997803e-05	960	224	109, 461
43157	1.5497207642e-05	960	224	419, 103
54991	1.1682510376e-05	960	224	127, 433
41303	1.8835067749e-05	960	224	103, 401
46157	1.2397766113e-05	960	224	101, 457
41807	7.390975952e-06	960	224	97, 431
53393	9.059906006e-06	960	224	107, 499
49541	1.072883606e-05	960	224	107, 463
51943	1.3113021851e-05	960	224	127, 409
46247	2.0742416382e-05	960	224	103, 449
38509	5.483627319e-06	960	224	97, 397
54127	7.390975952e-06	960	224	113, 479
48403	7.390975952e-06	960	224	97, 499
47401	9.298324585e-06	960	224	107, 443
3302891093	8.7022781372e-05	960	256	26417, 125029
2961085739	0.000397443771362	960	256	111031, 26669
3870236791	0.000365018844604	960	256	31079, 124529
3160915273	0.000105381011963	960	256	31247, 101159
3450908651	0.000197649002075	960	256	26987, 127873
3300947743	0.000605583190918	960	256	25423, 129841
2511198461	0.000426530838013	960	256	100823, 24907
3480945463	0.00036358833313	960	256	32183, 108161
3637756867	0.000251054763794	960	256	31063, 117109
3761758103	0.000389575958252	960	256	30949, 121547
3198528493	0.000301361083984	960	256	29567, 108179
3698992049	0.000868320465088	960	256	32009, 115561
2980360717	0.000366926193237	960	256	24659, 120863
3446464531	0.000405550003052	960	256	30341, 113591
3190907009	8.4638595581e-05	960	256	25609, 124601
3834202949	0.000283241271973	960	256	118717, 32297
4061150879	0.000354528427124	960	256	31189, 130211
3833944573	0.000436305999756	960	256	32297, 118709
2798185763	0.00050687789917	960	256	25819, 108377
2838210209	0.000466585159302	960	256	28027, 101267
2790340699	0.000144481658936	960	256	27427, 101737
2682580051	0.000153541564941	960	256	103811, 25841
3736729207	0.000239133834839	960	256	28817, 129671
3214875809	7.438659668e-05	960	256	29347, 109547
2695564583	0.000435590744019	960	256	25409, 106087
3260506159	0.000200748443604	960	256	120997, 26947
3875733839	9.2744827271e-05	960	256	127529, 30391
3536361391	0.000220060348511	960	256	32381, 109211
3655183673	0.000312328338623	960	256	30293, 120661
3233485741	0.000168085098267	960	256	26489, 122069
3682234883	0.000316858291626	960	256	30241, 121763
3583655659	0.000257015228271	960	256	28703, 124853
3986031359	0.000361680984497	960	256	30509, 130651
3524133901	0.00014853477478	960	256	32173, 109537
3109043761	0.000182151794434	960	256	31069, 100069
4264702847	0.000110387802124	960	256	32609, 130783
3532392323	0.000131368637085	960	256	32141, 109903
3437671973	0.000347137451172	960	256	130279, 26387
3479882369	0.000346660614014	960	256	130279, 26711
2693354269	0.000272750854492	960	256	99529, 27061
3703382443	0.000139474868774	960	256	32141, 115223
2970352969	0.000394105911255	960	256	26891, 110459
